,Q5017_27-32nt,Q5019_27-32nt,Q5020_27-32nt,Q5033_27-32nt,Q5034_27-32nt,Q5035_27-32nt,Q5041_27-32nt,Q5042_27-32nt,Q5043_27-32nt,Q5334_27-32nt,Q5337_27-32nt,Q5338_27-32nt,R4816_27-32nt,R4816_37-43nt,R4816minus_20-23nt,R4816minus_20-32nt,R4816minus_27-32nt,R4819_27-32nt,R4819_37-43nt,R4819minus_20-23nt,R4819minus_20-32nt,R4819minus_27-32nt,R4869_27-32nt,R4869minus_20-23nt,R4869minus_20-32nt,R4869minus_27-32nt,R4870_27-32nt,R4870minus_20-23nt,R4870minus_20-32nt,R4870minus_27-32nt,R4902_27-32nt,R4902_37-43nt,R4903_27-32nt,R4903_37-43nt
YIL171W-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIL174W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIL175W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIL177C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIL177C_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIL177W-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR152W_mRNA,174,187,129,77,99,78,14,41,20,112,137,115,0,0,24,27,3,13,2,13,17,4,2,0,1,1,32,22,23,1,5,0,1,0
YMR151W_mRNA,0,0,1,3,0,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR172C_mRNA,187,212,188,74,132,102,10,58,34,167,224,172,8,0,28,32,4,14,3,13,13,0,6,9,9,0,33,29,32,3,21,0,1,0
YNL044W_mRNA,604,641,542,291,330,313,32,107.53,92,401,633,459,38,7,100,106,6,23,9,40,45,5,11,0,28,28,102,50,60,10,45,0,15,0
YNL044W_pre-mRNA,0,0,0,0,0,0,0,10.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL198W_mRNA,213,225,143,124,160,100,22,38,37,125,189,207,31,0,25,33,8,26,0,3,17,14,9,0,0,0,75,41,59,18,58,0,6,0
YGL161C_mRNA,245,284,207,99,119,139,15,48,53,183,212,205,9,5,24,28,4,42,6,16,16,0,32,9,9,0,42,12.21,22.29,10,37,0,23,0
YIR007W_mRNA,44,41,23,11,19,17,0,10,5,18,21,29,0,0,5,9,4,8,0,7,7,0,6,16,16,0,15,3,3,0,0,0,0,0
YIR014W_mRNA,18,12,15,9,12,13,0,3,1,13,21,16,0,0,3,3,0,1,2,1.56,1.33,0,0,0,4,4,5.7,5,5,0,0,0,0,0
YIR016W_mRNA,1,3,1,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
YIR017W-A_mRNA,5,2,0,0,3,4,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIR018C-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIR020C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIR020C-B_mRNA,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIR020W-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIR021W-A_mRNA,0,0,0,0,0,0,2.54,0,0,0,0,1.98,0,1.6,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0
YIR023C-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIR030W-A_mRNA,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIR035C_mRNA,169,224,143,76,148,101,8,48,33,152,226,152,13,0,6.98,13,6,2,0,14,15,1,0,12,25,13,25,28,41,13,12,0,10,0
YIR036W-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
YIR040C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIR042C_mRNA,10,10,8,9,15,5,0,2,2,10,12,15,6,0,1,1,0,5,0,2,2,0,0,0,0,0,0,0,5.43,6,0,0,0,0
YIR043C,12.95,3.73,1.46,4.47,6.03,8.22,0,1.13,0,8.31,5.66,3.54,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,1.04,0,0,0
YJL007C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL009W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL015C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL016W_mRNA,63,82,59,22,38,40,0,11,3,46,38,43,3,0,6,6,0,5,0,0,0,0,4,0,0,0,21,4,4,0,10,0,24,0
YJL020W-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL022W_mRNA,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL026C-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL027C_mRNA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL028W_mRNA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
YJL032W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL043W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL045W_mRNA,3,5,9,3,8,4,0,1,1,4.01,20,16,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
YJL047C-A_mRNA,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
YJL049W_mRNA,69,129,95,29,30,39,2,23,24,58,60,60,0,0,12,12,0,1,0,0,0,0,0,0,0,0,9,0,2.99,3,1,0,5,0
YJL052C-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL055W_mRNA,90,57,53,38,56,33,5,5,10,45,56,39,10,0,15.99,22.9,7,19,3,3,3,0,13,0,0,0,34,20,29,9,26,0,18,0
YJL064W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL067W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL068C_mRNA,405,373,267,158,163,199,10,81,53,259,283,259,38,6,59.87,79.95,20,42,1,37,47,10,9,17,25,8,95,17,40,23,18,0,7,0
YJL070C_mRNA,55,43,25,33,31,20,2,11,3,18,36,37,0,0,3,6,3,7,0,0,0,0,8,0,0,0,13,4,4,0,0,0,2,0
YJL077W-A_mRNA,1,6,7,0,3,0,0,0,0,3,5,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0
YJL077W-B_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL086C_mRNA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL107C_mRNA,64,71,80,63,65,52,0,10,5,44.65,98,53,0,0,3.99,4,0,0,0,6,6,0,0,0,0,0,8,0,0,0,8,0,1,0
YJL113W_pre-mRNA,0,0,0,0,7.99,10.5,4,0,0,0,4.01,11,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL114W_mRNA,8.58,0,5.25,3.13,0,3,0,0,0,2.25,0,7.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
YJL118W_mRNA,22,17,13,14,3,11,0,9,3,15,24,18,0,0,1,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
YJL119C_mRNA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL120W_mRNA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL127C-B_mRNA,21,15,9,18,25,21,1,2,2,19,50,28,0,0,4,4,0,10,0,0,0,0,8,0,0,0,0,0,0,0,4,0,1,0
YJL127W-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL132W_mRNA,59,54,43,12,28,30,5,6,2,47,43,45,0,0,4,4,0,0,0,1,1,0,0,0,0,0,3,0,0,0,21,0,0,0
YJL133C-A_mRNA,34,39,18,20,27,16,2,7,3,19,28,33,1,0,18,22,4,6,0,0,0,0,0,8,8,0,14,0,0,0,1,0,0,0
YJL135W_mRNA,6.49,4.42,1.91,2.8,7.21,8.66,5.94,0,0,10.08,9.85,11.02,7.7,0,0,0,0,8.67,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0
YJL136W-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL144W_mRNA,6,3,6,9,5,7,0,0,0,5,7,3,0,0,0,0,0,5,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0
YJL147C_mRNA,19,26,18,4,11,6,0,7,6,9,31,21,0,0,5,7,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
YJL150W_mRNA,1.13,1.49,0,2.15,0,0,0,0,0,0,4.82,0,0,0,1.36,0.38,0,6.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL152W_mRNA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL156W-A_mRNA,0,2,2,0,4,2,0,0,0,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL160C_mRNA,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
YJL163C_mRNA,30,20,15,13,8,15,0,5,7,11,10,17,1.92,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,5,2,5,0,1,0
YJL169W_mRNA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL171C_mRNA,418,382,276,178,212,234,21,96,86,186,231,256,54,0,55,82,27,34,0,26,27,1,55,26,37,11,113,66,110,44,25,5,40,0
YJL175W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL181W_mRNA,66,57,41,20,35,23,2,15,10,33,49,53,0,0,3,6,3,9,0,6,6,0,1,0,0,0,13,1,1,0,9,0,0,0
YJL182C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL193W_mRNA,89,110,113,28,57,40,3,28,17,61,87,78,6,0,16,18,2,0,0,1,1,0,18,0,0,0,12,4,4,0,0,0,0,0
YJL195C_mRNA,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL197C-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL202C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL206C_mRNA,17,36,23,11,18,24,1,7,4,17,38,38,0,0,1,1,0,4,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,0
YJL211C_mRNA,0,5,0,0,0,0,0,3,0,2,4,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL213W_mRNA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL215C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL218W_mRNA,17,24,10,10,21,7,6,9,0,11,37,15,0,0,2,2,0,2,0,3,4,1,1,0,0,0,6,5,9,4,0,0,0,0
YJL220W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL222W-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL222W-B_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL225C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL225C_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL225W-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR003C_mRNA,88,95,61,36,59,46,6,24,22,86,91,96,0,0,17,18,1,12,0,0,1,1,1,20,25,5,27,8,13,5,0,0,0,0
YJR011C_mRNA,25,26,26,7,15,17,0,4,5,19,28,21,0,6,0,0,0,2,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0
YJR012C_mRNA,18,9,7,15,14,7,0,3,2,21,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
YJR015W_mRNA,708,643,491,259,259,301,19,117,125,369.95,598,481,34,0,51.95,68.82,17,46,10,38,48,10,29,17,17,0,111,25,51.95,27,28,5,21,0
YJR018W_mRNA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR020W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR023C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
YJR027W_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR029W_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR030C_mRNA,110,97,72,26,44,54,5,16,15,51,100,74,0,4,17,18,1,0,0,12.15,12.82,0,0,0,0,0,7,5,11,6,0,0,1,0
YJR037W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR038C_mRNA,1,0,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR039W_mRNA,57,70,28,18,30,31,3,11,8,31,51,63,3,0,1,5,4,1,0,1,1,0,0,0,0,0,7,1,1,0,0,0,0,0
YJR056C_mRNA,37,52,42,17,22,22,1,13,8,28,44,47,5,0,4,3.97,0,1,0,0,0,0,0,0,0,0,11,5,17,12,0,0,0,0
YJR061W_mRNA,22,19,11,10,10,6,3,4,3,15,17,17,11,0,9,10,1,2,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0
YJR071W_mRNA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR079W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.52,12.52,0,0,0,0,0
YJR079W_pre-mRNA,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR084W_mRNA,70,96,82,35,59,45,3,18,17,77,64,77,4,0,9.98,12.99,3,3,0,0,1,1,0,10,10,0,31,7,8,1,5,0,2,1
YJR085C_mRNA,605,670,645,325,284,397,52,134,94,484,800,622,43,0,27,35,8,33,4,12,16,4,19,0,0,0,90,23,37,14,25,0,7,0
YJR087W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR096W_mRNA,82,72,48,19,41,39,5,8,5,40,51,63,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0
YJR098C_mRNA,28,42,27,10,18,15,0,6,3,17,38,38,4,0,5,5,0,9,0,0,0,0,0,2,2,0,17,4,4,0,5,2,0,0
YJR107W_mRNA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR111C_mRNA,95,99,59,27,49,39,2,19,18,65,106,95,1,0,3,5,2,0,0,4,4,0,10,0,1,1,10,4,4,0,11,0,0,0
YJR112W-A_mRNA,0,0,0,0,0,0,12,2.51,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
YJR112W-A_pre-mRNA,86,62,57,31,81,66,0,19.49,6,61,89,87,0,0,0,6,1,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0
YJR114W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR115W_mRNA,2,0,0,0,2,2,0,0,0,3,2,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
YJR120W_mRNA,2.01,0,2.02,0,0,1.01,0,1.02,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
YJR124C_mRNA,63,74,56,28,20,31,0,16,12,49,55,45,2,0,4,6,2,12,5,3,3,0,7,0,10,10,24,15,19,4,0,0,0,0
YJR128W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR140W-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR141W_mRNA,45,47,37,15,17,25,2,7,4,43,32,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,6,0,0,0
YJR142W_mRNA,90,94,68,56,64,57,6,22,18,78,93,79,5,0,8,15,7,19,0,2,2,0,30,10,10,0,21,12,15.98,4,24,0,7,0
YJR146W_mRNA,0,0,0,2.24,7.19,0,0,0,0,1.97,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,2,0,0,0,0
YJR149W_mRNA,15,10,6,2,11,6,0,0,2,3,11,11,4,0,6,6,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0
YJR151W-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR154W_mRNA,4,8,1,2,6,0,0,0,0,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR157W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR162C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL095W_mRNA,23,31,27,18,21,24,7,5,2,22,36,30,3,0,1,1,0,0,0,0,0,0,0,0,0,0,14,3,3,0,4,0,0,2
YKL094W_mRNA,273,274,254,138,147,139,26,54,43,176,203,170,23,0,24,31,7,6,2,16,22,6,8,0,0,0,66,24,38,14,0,0,5,0
YLR200W_mRNA,31,33,37,12,16,5,0,12,8,14,19,16,3,0,13,14,1,6,0,14,14,0,1,0,0,0,16,13,29,16,0,0,0,0
YIL023C_mRNA,178,182,146,84,137,104,17,26,34,159,191,147,3,0,27.8,31.54,4,20,0,6,9,3,7,0,14,14,32,19,34,15,7,0,20,0
YKL018C-A_mRNA,35,20,25,19,21,17,2,11,2,24,16,16,6,0,16,16,0,7,0,0,0,0,0,0,0,0,13,13,15,2,4,0,0,0
YKL023C-A_mRNA,20.36,34.3,16.2,56.21,53.44,53.74,3.14,2.18,0,64.8,116.6,63.84,0,11,4.37,4.45,0,6.12,0,0,0,0,0,0,0,0,3.68,0,0,0,0,0,0,0
YKL023W_mRNA,54,57,22,33,38,26,3,5,10,29,47,41,5,0,0,1,1,0,1,0,0,0,0,0,0,0,1,6,6,0,0,0,0,0
YKL030W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL031W_mRNA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL033W-A_mRNA,179,199,153,76,93,89,12,50,34,111,151,157,13,0,40,41,1,13,0,10,12,2,24,10,11,1,51,30,43,13,6,0,15,0
YKL036C_mRNA,0,5,2,0,0,6,0,0,0,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL044W_mRNA,0,0,0,0,0,0,0,0,0,0,29.55,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL050C_mRNA,1,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL053W_mRNA,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL063C_mRNA,67,72,61,27,34,28,7,28,14,57,62,50,3,0,3,3,0,0,0,1,1,0,0,7,7,0,2,1,3,2,6,0,0,0
YKL065W-A_mRNA,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
YKL066W_mRNA,1.23,0,0,0,0,2.71,0,0,0,2.09,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL068W-A_mRNA,37,24,19,10,13,12,6,8,6,22,31,25,0,0,4,4,0,9,0,0,0,0,0,0,0,0,2,0,5,5,0,3,0,0
YKL069W_mRNA,98,109,63,50,68,46,7,24,17,61,79,70,5,5,15,16,1,24,0,18,18,0,0,0,0,0,19,6,15,9,3,0,7,0
YKL070W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL071W_mRNA,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL075C_mRNA,97,71,57,36,40,32,11.51,21,16,26,54,48,6,0,6.61,6.61,0,0,0,0,3,3,0,0,0,0,11.51,1,1.65,0,2,0,7,0
YKL077W_mRNA,506,527,453,254,294,271,20,123,122,310,442,457,37,0,51,55,4,59,0,5,7,2,16,35.85,38.91,3,81,29,34,5,5,0,15,8
YKL083W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL091C_mRNA,48,44,45,11,24,21,3,12,10,30,30,43,0,0,6,6,0,1,2,3,3,0,6,9,20,11,18,4,4,0,0,0,7,0
YKL096C-B_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL097C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL100W-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL102C_mRNA,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL106C-A_mRNA,1,0,7,0,0,5,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL107W_mRNA,1,1,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
YKL111C_mRNA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL115C_mRNA,0,0,2.49,0,0,1.32,0,1.68,0,0,2.25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL118W_mRNA,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL123W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0
YKL131W_mRNA,2,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
